EXPENSE_ID,TITLE,AMOUNT,LABEL,COMMENTS,EXPENSE_DATE,CREATED_AT,ATTACHMENT,TYPE,CATEGORY,EXPENSE_NUMBER,UPDATED_AT,STATUS,EXPECTED_PAYMENT_DATE
167,Chaîne Achat,105.39,Facture Delorme S.A.S.,,2025-07-22,2025-07-22,,research,Frais de représentation,EXP-2025-00167,2025-07-22,paid,2025-09-19
168,Boire Achat,249.0,Service espérer,Être réduire vêtir accrocher.,2025-07-22,2025-07-23,,marketing,Abonnements,EXP-2025-00168,2025-07-23,unpaid,2025-09-01
169,Étouffer Achat,44.87,Achat militaire,Position emporter ouvert tuer facile que.,2025-07-22,2025-07-24,,lodging,Transport,EXP-2025-00169,2025-08-17,unpaid,2025-09-10
170,Beau Dépense,29.87,Remboursement Evrard,Pour reculer trace as effacer distance tout.,2025-07-22,2025-07-23,,food,Déplacements,EXP-2025-00170,2025-07-23,unpaid,2025-08-30
171,Mieux Achat,26.8,Facture Bourgeois,,2025-07-22,2025-07-24,,maintenance,Transport,EXP-2025-00171,2025-07-24,unpaid,2025-08-28
172,Doigt Achat,28.43,Note BlancVille,Enfermer pensée supérieur.,2025-07-22,2025-07-22,,research,Formation,EXP-2025-00172,2025-07-22,paid,2025-08-24
173,Puis Dépense,51.33,Note Alves-la-Forêt,Importer salut masse nuage chaque monsieur défaut.,2025-07-22,2025-07-23,,maintenance,Déplacements,EXP-2025-00173,2025-08-08,unpaid,2025-09-02
174,Fait Dépense,71.73,Facture Le Goff et Fils,,2025-07-22,2025-07-23,,research,Assurances,EXP-2025-00174,2025-07-23,unpaid,2025-09-04
175,Complet Dépense,68.13,Service visage,Ressembler histoire l'une sauter fait passé.,2025-07-22,2025-07-23,,software,Loyer,EXP-2025-00175,2025-08-04,unpaid,2025-08-08
176,Ensemble Facture,105.82,Service car,Corps haut neuf découvrir beau imposer.,2025-07-22,2025-07-23,,professional,Frais de représentation,EXP-2025-00176,2025-07-23,paid,2025-08-05
177,Douleur Achat,55.17,Achat parcourir,,2025-07-22,2025-07-22,,software,Services publics,EXP-2025-00177,2025-07-30,paid,2025-08-26
178,Bande Achat,174.66,Facture Munoz S.A.,,2025-07-22,2025-07-24,,lodging,Maintenance,EXP-2025-00178,2025-08-23,unpaid,2025-09-05
179,Cruel Frais,44.18,Frais si,,2025-07-22,2025-07-24,,travel,Logiciels,EXP-2025-00179,2025-07-29,paid,2025-09-01
180,Donc Dépense,481.13,Facture Becker S.A.,Oublier ruine danger marcher abri.,2025-07-22,2025-07-22,,marketing,Restauration,EXP-2025-00180,2025-07-22,paid,2025-08-05
181,Dimanche Facture,90.07,Frais quelque,Fatigue en porter souhaiter déjà.,2025-07-22,2025-07-23,,office,Fournitures bureau,EXP-2025-00181,2025-07-23,paid,2025-08-31
182,Tromper Dépense,27.5,Service rire,Appartenir mouvement inquiétude diriger pauvre entraîner.,2025-07-22,2025-07-23,,equipment,R&D,EXP-2025-00182,2025-08-16,paid,2025-08-03
183,Engager Achat,23.18,Service très,,2025-07-22,2025-07-23,,software,Formation,EXP-2025-00183,2025-07-23,paid,2025-08-20
184,Livrer Facture,80.32,Achat type,Raison plein sembler.,2025-07-22,2025-07-22,,subscription,Maintenance,EXP-2025-00184,2025-07-22,unpaid,2025-08-24
185,Égal Frais,45.66,Remboursement Mahe,,2025-07-22,2025-07-24,,research,Maintenance,EXP-2025-00185,2025-08-17,paid,2025-08-13
186,Forêt Frais,96.66,Achat doucement,Couvrir qui vêtir.,2025-07-22,2025-07-22,,other,Matériel informatique,EXP-2025-00186,2025-08-12,paid,2025-09-12
187,Minute Achat,79.73,Facture Paris S.A.,Parent peser maître mince.,2025-07-22,2025-07-22,,food,Hébergement,EXP-2025-00187,2025-08-01,paid,2025-08-06
188,Route Frais,51.51,Achat joue,Déjà vieil quelque vif finir traiter vide.,2025-07-22,2025-07-24,,equipment,Fournitures bureau,EXP-2025-00188,2025-08-08,unpaid,2025-09-12
189,Mine Achat,27.73,Note Chauvet,Départ lire idée.,2025-07-22,2025-07-23,,subscription,Abonnements,EXP-2025-00189,2025-07-23,paid,2025-08-26
190,Froid Achat,16.25,Service delà,Plein amour discuter puissant essayer étrange.,2025-07-22,2025-07-24,,software,Matériel informatique,EXP-2025-00190,2025-07-28,paid,2025-07-27
191,Renverser Frais,38.2,Frais étendre,,2025-07-22,2025-07-24,,software,Loyer,EXP-2025-00191,2025-07-24,paid,2025-08-13
192,Rompre Facture,108.32,Service sang,Question nombre dehors sou madame.,2025-07-22,2025-07-23,,marketing,R&D,EXP-2025-00192,2025-08-12,paid,2025-07-26
193,Autant Dépense,64.8,Frais raison,,2025-07-22,2025-07-22,,equipment,Maintenance,EXP-2025-00193,2025-07-22,paid,2025-08-11
194,Mal Achat,20.15,Achat aspect,,2025-07-22,2025-07-24,,marketing,Frais professionnels,EXP-2025-00194,2025-07-24,paid,2025-08-14
195,Espoir Achat,62.71,Note Hamelboeuf,Parole point curieux reculer payer.,2025-07-22,2025-07-22,,food,Frais professionnels,EXP-2025-00195,2025-07-22,paid,2025-09-11
196,Lourd Dépense,74.31,Facture Lombard,,2025-07-22,2025-07-23,,marketing,R&D,EXP-2025-00196,2025-07-23,paid,2025-08-05
197,Préparer Frais,26.92,Service bas,,2025-07-22,2025-07-22,,marketing,Loyer,EXP-2025-00197,2025-08-06,paid,2025-09-11
198,Source Facture,61.74,Achat dépasser,,2025-07-22,2025-07-23,,marketing,Services publics,EXP-2025-00198,2025-07-29,unpaid,2025-07-27
199,Digne Achat,57.2,Note Nicolas-sur-Renault,Blanc lit cour remercier.,2025-07-22,2025-07-24,,equipment,Fournitures bureau,EXP-2025-00199,2025-07-30,paid,2025-08-20
200,Jouer Dépense,21.88,Facture Gillet,,2025-07-22,2025-07-24,,subscription,Assurances,EXP-2025-00200,2025-07-24,paid,2025-08-09
201,Marquer Facture,72.69,Service parti,Vérité rejoindre prince ami foule.,2025-07-22,2025-07-22,,food,Hébergement,EXP-2025-00201,2025-07-22,paid,2025-09-09
202,Confiance Achat,85.51,Service jambe,Meilleur garder séparer espoir mesure genre importer.,2025-07-22,2025-07-24,,subscription,Fournitures bureau,EXP-2025-00202,2025-07-24,paid,2025-09-20
203,Nu Facture,129.86,Remboursement Labbé,,2025-07-22,2025-07-24,,travel,Marketing,EXP-2025-00203,2025-08-18,paid,2025-09-20
204,Reprendre Facture,126.85,Achat voyage,Poche aujourd'hui notre lorsque posséder jeune genre.,2025-07-22,2025-07-22,,food,Abonnements,EXP-2025-00204,2025-07-22,unpaid,2025-09-04
205,Qui Achat,18.14,Frais saison,,2025-07-22,2025-07-22,,travel,Fournitures bureau,EXP-2025-00205,2025-07-27,paid,2025-07-28
206,Afin de Facture,25.78,Note Jean,,2025-07-22,2025-07-24,,marketing,Marketing,EXP-2025-00206,2025-07-24,paid,2025-08-09
207,Deviner Facture,82.44,Remboursement Gimenez,,2025-07-22,2025-07-23,,travel,Frais de représentation,EXP-2025-00207,2025-08-04,paid,2025-09-07
208,Nouveau Dépense,82.35,Frais construire,,2025-07-22,2025-07-23,,professional,Assurances,EXP-2025-00208,2025-07-23,unpaid,2025-07-23
209,Lumière Frais,82.44,Remboursement Mathieu,,2025-07-22,2025-07-22,,office,Abonnements,EXP-2025-00209,2025-07-22,paid,2025-08-11
210,Ventre Facture,1190.57,Facture Valentin S.A.R.L.,,2025-07-22,2025-07-23,,software,Formation,EXP-2025-00210,2025-07-23,paid,2025-08-22
211,Métier Dépense,86.2,Facture Torres Auger SARL,Année certain passer sable plaindre.,2025-07-22,2025-07-23,,research,Services publics,EXP-2025-00211,2025-07-26,paid,2025-09-11
212,Installer Frais,135.43,Frais toucher,,2025-07-22,2025-07-24,,subscription,Frais de représentation,EXP-2025-00212,2025-07-24,paid,2025-08-03
213,Grand Facture,117.12,Service souhaiter,Tombe conclure lendemain ton plaisir.,2025-07-22,2025-07-22,,other,Communication,EXP-2025-00213,2025-07-22,paid,2025-09-14
214,Part Facture,91.94,Note Hamel,,2025-07-22,2025-07-23,,professional,Services publics,EXP-2025-00214,2025-07-23,unpaid,2025-09-17
215,Jeu Dépense,42.43,Remboursement Bourgeois,,2025-07-22,2025-07-23,,travel,Frais de représentation,EXP-2025-00215,2025-07-23,unpaid,2025-08-04
216,Diriger Facture,100.2,Frais depuis,Du morceau attaquer vérité aimer.,2025-07-22,2025-07-22,,professional,Maintenance,EXP-2025-00216,2025-08-17,unpaid,2025-09-14
217,Côté Dépense,29.42,Remboursement Morin,,2025-07-22,2025-07-22,,software,Frais de représentation,EXP-2025-00217,2025-07-22,paid,2025-08-21
218,Nul Dépense,45.18,Facture Thibault Lesage SA,Plonger long alors cas.,2025-07-22,2025-07-22,,marketing,Hébergement,EXP-2025-00218,2025-07-22,paid,2025-09-04
219,Malade Facture,37.03,Service tout,Sommeil étude chiffre écarter.,2025-07-22,2025-07-23,,maintenance,Hébergement,EXP-2025-00219,2025-07-23,paid,2025-08-18
220,Naturel Facture,58.29,Service lourd,Soulever tout geste lendemain toile haute.,2025-07-22,2025-07-23,,marketing,Assurances,EXP-2025-00220,2025-07-23,paid,2025-09-13
221,Où Frais,347.83,Frais aujourd'hui,Souhaiter un cercle etc précis milieu porter.,2025-07-22,2025-07-22,,marketing,Restauration,EXP-2025-00221,2025-07-27,paid,2025-09-06
222,Certain Frais,12.26,Facture Grenier,,2025-07-22,2025-07-23,,marketing,Marketing,EXP-2025-00222,2025-07-23,paid,2025-08-25
223,Véritable Facture,94.54,Note MorvanBourg,Nom carte parler grave demain course lune.,2025-07-22,2025-07-24,,subscription,Transport,EXP-2025-00223,2025-07-24,unpaid,2025-09-05
224,Près Dépense,15.03,Achat moindre,,2025-07-22,2025-07-22,,travel,Services publics,EXP-2025-00224,2025-07-22,unpaid,2025-09-13
225,Admettre Achat,37.43,Frais aussitôt,Supporter lumière revenir apparaître as table.,2025-07-22,2025-07-23,,software,Matériel informatique,EXP-2025-00225,2025-07-23,paid,2025-09-15
226,Réalité Dépense,130.47,Facture Vincent S.A.,Curiosité retenir lit homme.,2025-07-22,2025-07-22,,lodging,Transport,EXP-2025-00226,2025-07-25,paid,2025-08-09
227,Note Frais,57.48,Facture Georges,,2025-07-22,2025-07-22,,other,Loyer,EXP-2025-00227,2025-07-22,paid,2025-09-02
228,Veille Facture,23.05,Frais air,Fixe arrivée bien vue eau.,2025-07-22,2025-07-22,,office,Frais professionnels,EXP-2025-00228,2025-07-22,paid,2025-09-03
229,Étude Frais,30.81,Service mesure,Vous bureau mériter cour.,2025-07-22,2025-07-24,,maintenance,Frais de représentation,EXP-2025-00229,2025-07-24,paid,2025-08-22
230,Menacer Frais,94.04,Frais ventre,,2025-07-22,2025-07-24,,maintenance,Déplacements,EXP-2025-00230,2025-07-24,paid,2025-08-24
231,Trésor Frais,30.44,Remboursement Hardy,,2025-07-22,2025-07-24,,professional,Fournitures bureau,EXP-2025-00231,2025-07-24,unpaid,2025-08-20
232,Couche Facture,64.92,Service cinq,Croire casser là couche certain.,2025-07-22,2025-07-24,,maintenance,Assurances,EXP-2025-00232,2025-07-24,unpaid,2025-08-14
233,Danser Achat,56.63,Frais table,,2025-07-22,2025-07-24,,software,Assurances,EXP-2025-00233,2025-07-27,paid,2025-08-23
234,Quel Dépense,32.42,Service verre,,2025-07-22,2025-07-24,,travel,Logiciels,EXP-2025-00234,2025-07-24,paid,2025-09-14
235,Point Dépense,303.43,Achat sol,Angoisse service projet également oreille car plonger.,2025-07-22,2025-07-24,,other,Frais professionnels,EXP-2025-00235,2025-07-24,paid,2025-09-13
236,Vers Achat,90.66,Facture Costa,,2025-07-22,2025-07-24,,other,Frais de représentation,EXP-2025-00236,2025-07-24,paid,2025-08-16
237,Affaire Facture,10.8,Service pouvoir,Dresser lentement famille installer il colon forêt tellement.,2025-07-22,2025-07-22,,maintenance,Assurances,EXP-2025-00237,2025-07-22,unpaid,2025-07-23
238,Joli Dépense,63.38,Achat placer,,2025-07-22,2025-07-23,,office,Transport,EXP-2025-00238,2025-08-08,paid,2025-08-14
239,D'autres Dépense,32.16,Facture Delahaye,,2025-07-22,2025-07-24,,marketing,Maintenance,EXP-2025-00239,2025-07-24,paid,2025-08-29
240,Décider Facture,107.98,Note Saint Philippine,Chacun joue âgé.,2025-07-22,2025-07-24,,professional,Frais professionnels,EXP-2025-00240,2025-07-24,unpaid,2025-08-04
241,Lequel Facture,28.96,Frais époque,Voiture le mien folie lever.,2025-07-22,2025-07-22,,maintenance,Restauration,EXP-2025-00241,2025-07-22,paid,2025-08-03
242,Obéir Achat,49.81,Service indiquer,,2025-07-22,2025-07-22,,other,Assurances,EXP-2025-00242,2025-07-22,paid,2025-07-29
243,Source Achat,81.78,Achat poésie,,2025-07-22,2025-07-24,,equipment,Marketing,EXP-2025-00243,2025-07-24,unpaid,2025-08-28
244,Animer Frais,109.14,Remboursement Maillard,Recommencer depuis épaule parti voyager impossible.,2025-07-22,2025-07-22,,subscription,Formation,EXP-2025-00244,2025-07-22,paid,2025-08-20
245,Matière Facture,20.9,Frais bras,Parfaitement derrière cher soutenir impossible voyage dire million.,2025-07-22,2025-07-23,,maintenance,Loyer,EXP-2025-00245,2025-07-23,paid,2025-08-02
246,Puissant Frais,41.78,Achat branche,,2025-07-22,2025-07-23,,office,Marketing,EXP-2025-00246,2025-07-23,unpaid,2025-09-05
247,Livrer Frais,37.34,Frais frère,Maladie lutter demain sens se vers appartenir île.,2025-07-22,2025-07-23,,food,Fournitures bureau,EXP-2025-00247,2025-07-23,unpaid,2025-08-12
248,Religion Facture,32.37,Achat pont,Pleurer médecin importer considérer remarquer convenir porte étaler.,2025-07-22,2025-07-24,,travel,Marketing,EXP-2025-00248,2025-08-09,paid,2025-07-29
249,Phrase Achat,224.16,Facture Prévost,,2025-07-22,2025-07-22,,software,Logiciels,EXP-2025-00249,2025-07-22,paid,2025-08-05
250,Accrocher Frais,75.49,Achat désirer,Pendre juge où liberté général bas.,2025-07-22,2025-07-23,,travel,Abonnements,EXP-2025-00250,2025-07-23,paid,2025-08-02
251,Grand Frais,19.91,Note Saint Jules-les-Bains,Comprendre énergie nouveau.,2025-07-22,2025-07-23,,subscription,Formation,EXP-2025-00251,2025-07-23,unpaid,2025-08-05
252,Cruel Facture,113.78,Achat début,,2025-07-22,2025-07-24,,office,Frais de représentation,EXP-2025-00252,2025-07-24,unpaid,2025-07-23
253,Herbe Frais,298.19,Facture Roger,Étendue manier gouvernement violence.,2025-07-22,2025-07-23,,other,Assurances,EXP-2025-00253,2025-07-23,paid,2025-08-12
254,Chercher Achat,124.71,Achat craindre,Grâce appartenir partie matière.,2025-07-22,2025-07-23,,subscription,Frais professionnels,EXP-2025-00254,2025-07-25,paid,2025-09-04
255,Différent Facture,16.19,Note Sainte Marcel,Diriger coucher remercier pointe.,2025-07-22,2025-07-24,,office,Transport,EXP-2025-00255,2025-07-24,paid,2025-08-03
256,Justice Facture,37.06,Frais conclure,,2025-07-22,2025-07-24,,equipment,Marketing,EXP-2025-00256,2025-07-24,paid,2025-08-21
257,Journée Dépense,150.43,Achat paysage,Ligne long faute ce vide attitude.,2025-07-22,2025-07-24,,office,Restauration,EXP-2025-00257,2025-07-24,unpaid,2025-09-04
258,Ancien Frais,31.0,Service cinquante,,2025-07-22,2025-07-22,,other,Abonnements,EXP-2025-00258,2025-07-22,paid,2025-07-24
259,Près Frais,77.87,Note Lopez,,2025-07-22,2025-07-22,,marketing,Fournitures bureau,EXP-2025-00259,2025-07-22,paid,2025-08-05
260,Poète Achat,101.46,Remboursement Guillot,Bête double ça causer figure marquer reste casser.,2025-07-22,2025-07-23,,office,R&D,EXP-2025-00260,2025-08-19,paid,2025-08-26
261,Hiver Facture,26.01,Note Saint Genevièveboeuf,,2025-07-22,2025-07-24,,travel,Frais bancaires,EXP-2025-00261,2025-07-24,paid,2025-08-29
262,Davantage Dépense,52.06,Achat glisser,Visage quelque événement réel poitrine trembler petit en.,2025-07-22,2025-07-24,,lodging,Services publics,EXP-2025-00262,2025-07-24,unpaid,2025-08-03
263,Agir Dépense,5.0,Note Sainte Emmanuelle-sur-Mer,,2025-07-22,2025-07-24,,food,Frais bancaires,EXP-2025-00263,2025-08-11,paid,2025-09-16
264,Feu Achat,24.06,Remboursement Courtois,,2025-07-22,2025-07-24,,office,Matériel informatique,EXP-2025-00264,2025-07-24,paid,2025-08-23
265,Machine Achat,44.61,Facture Simon,Grain sûr tellement voilà impression assurer rocher.,2025-07-22,2025-07-23,,food,Services publics,EXP-2025-00265,2025-07-23,paid,2025-08-01
266,Chasse Frais,20.12,Facture Menard SA,,2025-07-22,2025-07-22,,subscription,Assurances,EXP-2025-00266,2025-07-22,paid,2025-07-31
267,Environ Facture,201.53,Frais reprendre,Produire tout pénétrer.,2025-07-22,2025-07-24,,professional,Abonnements,EXP-2025-00267,2025-07-24,unpaid,2025-09-04
268,Marquer Facture,17.39,Achat façon,Enfin qui effort maison devoir tôt.,2025-07-22,2025-07-23,,food,Matériel informatique,EXP-2025-00268,2025-07-23,paid,2025-08-08
269,Sang Facture,38.4,Service second,,2025-07-22,2025-07-23,,software,Transport,EXP-2025-00269,2025-07-23,paid,2025-08-31
270,Chacun Frais,60.62,Achat taille,Ensemble essayer condition que.,2025-07-22,2025-07-22,,lodging,R&D,EXP-2025-00270,2025-07-22,unpaid,2025-09-05
271,Davantage Achat,172.95,Service séparer,Car risquer aimer avoir bout depuis.,2025-07-22,2025-07-22,,travel,Frais professionnels,EXP-2025-00271,2025-07-22,unpaid,2025-09-02
272,Position Achat,17.31,Remboursement Neveu,Colon si assurer assister rencontrer un changer ensemble.,2025-07-22,2025-07-22,,food,Frais de représentation,EXP-2025-00272,2025-07-22,paid,2025-08-12
273,Aussi Facture,138.45,Achat inquiéter,Vrai dominer près place absolu sourd soir gauche.,2025-07-22,2025-07-24,,equipment,Matériel informatique,EXP-2025-00273,2025-07-24,paid,2025-08-27
274,Année Dépense,55.05,Service protéger,,2025-07-22,2025-07-24,,research,Transport,EXP-2025-00274,2025-07-24,paid,2025-08-25
275,Pas Dépense,24.9,Frais doucement,,2025-07-22,2025-07-23,,professional,Abonnements,EXP-2025-00275,2025-08-09,unpaid,2025-08-30
276,Annoncer Frais,79.02,Service poursuivre,Y continuer leur partager réclamer ancien sentiment.,2025-07-22,2025-07-24,,software,Frais de représentation,EXP-2025-00276,2025-07-24,paid,2025-08-24
277,Enfermer Achat,64.02,Facture Boulanger Denis S.A.S.,,2025-07-22,2025-07-24,,subscription,Matériel informatique,EXP-2025-00277,2025-07-24,paid,2025-08-23
278,Exprimer Frais,33.78,Note Traore,Renoncer victime rapidement prouver presque.,2025-07-22,2025-07-22,,lodging,Maintenance,EXP-2025-00278,2025-08-18,paid,2025-09-15
279,Comme Frais,57.73,Frais joie,,2025-07-22,2025-07-23,,travel,Transport,EXP-2025-00279,2025-07-23,unpaid,2025-08-11
280,Poche Achat,40.11,Service coup,Chasse violent surprendre.,2025-07-22,2025-07-22,,maintenance,Maintenance,EXP-2025-00280,2025-07-22,paid,2025-08-23
281,Coup Achat,59.79,Note Rousseau,Mot prêter large poète bout rapporter habiller.,2025-07-22,2025-07-23,,travel,Restauration,EXP-2025-00281,2025-08-05,paid,2025-07-25
282,Parent Facture,92.73,Facture Nguyen S.A.S.,Transformer lueur révéler paupière nécessaire nom.,2025-07-22,2025-07-22,,maintenance,Déplacements,EXP-2025-00282,2025-08-19,paid,2025-09-05
283,Toit Frais,194.19,Remboursement Chevalier,Avec déclarer sentiment autorité ouvrage.,2025-07-22,2025-07-22,,lodging,Abonnements,EXP-2025-00283,2025-07-22,paid,2025-07-23
284,Vérité Frais,20.28,Frais double,Maître long retomber départ.,2025-07-22,2025-07-22,,marketing,Transport,EXP-2025-00284,2025-07-22,unpaid,2025-09-11
285,Malgré Frais,300.79,Note Mercierdan,Étendre discuter côte capable plaisir vague circonstance.,2025-07-22,2025-07-22,,office,Transport,EXP-2025-00285,2025-07-22,paid,2025-07-28
286,Fauteuil Frais,11.45,Frais avouer,Soutenir main porter servir.,2025-07-22,2025-07-22,,professional,Assurances,EXP-2025-00286,2025-07-22,unpaid,2025-08-14
287,Savoir Facture,48.36,Frais caresser,Enfant naturellement semblable sans livrer.,2025-07-22,2025-07-22,,maintenance,Communication,EXP-2025-00287,2025-07-28,unpaid,2025-08-14
288,Notre Dépense,87.41,Frais proposer,,2025-07-22,2025-07-22,,travel,Abonnements,EXP-2025-00288,2025-07-22,paid,2025-09-14
289,Imposer Frais,68.36,Remboursement Payet,,2025-07-22,2025-07-22,,equipment,Formation,EXP-2025-00289,2025-07-25,unpaid,2025-09-02
290,Dessiner Facture,33.18,Frais pur,Rendre danger rose le paupière figure blanc bon.,2025-07-22,2025-07-22,,maintenance,Restauration,EXP-2025-00290,2025-07-22,paid,2025-07-28
291,Quinze Dépense,46.22,Facture Philippe,Briller trois relation espoir condition image poste.,2025-07-22,2025-07-24,,other,Déplacements,EXP-2025-00291,2025-07-24,paid,2025-08-07
292,Quel Facture,36.8,Remboursement Poulain,Droit partout sauver.,2025-07-22,2025-07-23,,marketing,Logiciels,EXP-2025-00292,2025-07-23,unpaid,2025-09-08
293,Car Dépense,34.07,Remboursement Guillon,,2025-07-22,2025-07-23,,software,Marketing,EXP-2025-00293,2025-07-23,unpaid,2025-08-05
294,Gens Facture,107.74,Service remarquer,Guerre suffire avance étroit satisfaire succès rouler.,2025-07-22,2025-07-23,,equipment,Services publics,EXP-2025-00294,2025-07-23,paid,2025-07-25
295,Commencement Achat,72.65,Remboursement Hoareau,,2025-07-22,2025-07-23,,marketing,Frais bancaires,EXP-2025-00295,2025-08-11,unpaid,2025-09-18
296,Visite Achat,31.36,Frais auprès,Lendemain un regretter.,2025-07-22,2025-07-23,,food,Formation,EXP-2025-00296,2025-07-23,unpaid,2025-08-17
297,Bruit Frais,112.13,Facture Roche Cordier S.A.R.L.,,2025-07-22,2025-07-23,,marketing,Loyer,EXP-2025-00297,2025-07-23,unpaid,2025-09-14
298,Français Facture,69.81,Remboursement Lopes,Comme eaux humide tuer mort.,2025-07-22,2025-07-22,,software,Hébergement,EXP-2025-00298,2025-07-22,unpaid,2025-09-11
